nct_id,brief_title,condition,phase,overall_status,start_date,primary_completion_date,completion_date,enrollment_count,enrollment_type,why_stopped,sponsor_name,location_countries
NCT06494683,Efficacy and Safety of Pueraria Lobata Radix As an Adjuvant Treatment for Type 2 Diabetes Mellitus,Type 2 Diabetes Mellitus,NA,UNKNOWN,2024-07-25,2025-12-30,2025-12-30,200.0,ESTIMATED,,Jiangxi University of Traditional Chinese Medicine,China
NCT00673894,Effects of Glutamine on GLP-1 and Insulin Secretion in Man,Type 2 Diabetes,NA,COMPLETED,2008-04,2011-12,2014-11,22.0,ACTUAL,,Garvan Institute of Medical Research,Australia
NCT00700856,Thiazolidinediones Or Sulphonylureas and Cardiovascular Accidents.Intervention Trial,Type 2 Diabetes Mellitus; Cardiovascular Disease,PHASE4,UNKNOWN,2008-09,2018-12,2018-12,3371.0,ESTIMATED,,Italian Society of Diabetology,Italy
NCT07024823,"A Study to Investigate Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of AZD4248 in Healthy Participants and Participants With Chronic Kidney Disease and Type 2 Diabetes and to Assess Home Measurements of Creatinine in a Non Interventional Cohort",Chronic Kidney Disease,PHASE1,RECRUITING,2025-06-09,2026-12-25,2026-12-25,124.0,ESTIMATED,,AstraZeneca,United States
NCT04881123,SER150 vs Placebo in Diabetic Kidney Disease,Diabetic Kidney Disease,PHASE2; PHASE3,COMPLETED,2021-08-18,2024-06-06,2024-06-06,20.0,ACTUAL,,Serodus AS,Australia; New Zealand
NCT00876980,Obstructive Sleep Apnea and Diabetes Mellitus,Obstructive Sleep Apnea; Diabetes Mellitus,NA,COMPLETED,2008-05,2012-02,2012-02,64.0,ACTUAL,,The University of Hong Kong,Hong Kong
NCT01617603,A Comparison Chocolate With and Without High Cocoa Solids in Patients With Type 2 Diabetes in a Randomised Clinical Trial,Diabetes Type 2,NA,COMPLETED,2009-04,2011-04,2011-05,62.0,ACTUAL,,Société des Produits Nestlé (SPN),United Kingdom
NCT00638573,The Incretin Effect in Patients With Chronic Pancreatitis,Chronic Pancreatitis; Type 2 Diabetes Mellitus,,COMPLETED,2006-01,,2006-07,32.0,ACTUAL,,"University Hospital, Gentofte, Copenhagen",Denmark
NCT02691273,Applicability of Cellular Application in Diabetes Type 2 Patients.,"Diabetes Mellitus, Type 2",NA,COMPLETED,2015-03,2017-03,2017-07,9.0,ACTUAL,,Hadassah Medical Organization,Israel
NCT01366794,Macronutrients and Gut Hormone Secretion,Type 2 Diabetes,NA,COMPLETED,2011-09,2012-12,2013-09,36.0,ESTIMATED,,Lund University,Sweden
NCT06704672,Clinical Study to Evaluate the Impact of the Accu-Chek SmartGuide CGM Solution on the Mean Change in Time in Range Compared With Self-Monitoring of Blood Glucose in Participants With Type 1 and Type 2 Diabetes Mellitus,Type 1 Diabetes Mellitus; Type 2 Diabetes Mellitus,NA,RECRUITING,2025-04-14,2026-11-15,2027-05-30,270.0,ESTIMATED,,Hoffmann-La Roche,Poland; Turkey (Türkiye)
NCT05198895,Safety and Performance of the Glyconics-SX System,"Diabetes Mellitus, Type 2",NA,COMPLETED,2022-08-01,2022-10-19,2022-10-28,100.0,ACTUAL,,Glyconics Ltd,United Kingdom
NCT02655757,Effect of Sitagliptin on Progression of Coronary Intermediate Lesion,Atherosclerosis; Type 2 Diabetes Mellitus,PHASE4,COMPLETED,2015-12,2017-02-02,2017-03-10,120.0,ACTUAL,,Li Bo,China
NCT04267601,Korean Observational Study to Evaluate the Efficacy and Safety of Anagliptin Switching From Other DPP4is in type2 DM,Type 2 Diabetes Mellitus,,UNKNOWN,2017-07-06,2021-03-30,2021-09-30,2448.0,ACTUAL,,JW Pharmaceutical,South Korea
NCT05601583,Care Partner-Assisted Diabetes Self-Management Through Linking Continuous Glucose Monitoring With Mobile Health: Improving Outcomes for Older Adults With Mild Cognitive Impairment,Type 2 Diabetes; Mild Cognitive Impairment,PHASE1,ACTIVE_NOT_RECRUITING,2023-04-19,2023-08-29,2027-08-31,14.0,ACTUAL,,NYU Langone Health,United States
NCT04314622,A Study of Supaglutide in Chinese Type 2 Diabetes Patients,"Diabetes Mellitus, Type 2",PHASE2,COMPLETED,2020-04-14,2020-10-25,2021-03-16,40.0,ACTUAL,,"Shanghai Yinnuo Pharmaceutical Technology Co., Ltd.",China
NCT06897202,A Study to Evaluate the Efficacy and Safety of Once-Weekly MET097 in Adults With Obesity or Overweight and T2DM,Obesity in Diabetes; Type 2 Diabetes Mellitus (T2DM),PHASE2,COMPLETED,2025-03-14,2025-12-29,2026-03-18,133.0,ACTUAL,,Pfizer,United States
NCT07071675,Postoperative Pain and Flare-Up Rates in Diabetic Type II Patients Following The Use of Bioceramic Intracanal Medication,"Postoperative Pain; Flare Up, Symptom; Flare up; Diabete Type 2",NA,NOT_YET_RECRUITING,2025-09-01,2026-08-31,2026-09,56.0,ESTIMATED,,Minia University,
NCT05854875,Diabetes Remission After RYGBP and RYGBP With Fundus Resection,Type 2 Diabetes; Morbid Obesity; Bariatric Surgery,NA,COMPLETED,2019-09-22,2023-03-02,2023-04-10,24.0,ACTUAL,,University of Patras,Greece
NCT00986375,Online Program Assisting Lifestyle Changes (Asterix 1.0 & Obelix 2.0),"Diabetes Mellitus, Type 2",NA,COMPLETED,2009-10,2010-09,2011-06,1000.0,ACTUAL,,Freie Universität Berlin,Germany
NCT02034266,The Effect of Omega-3 Supplementation on Nerve Structure and Function in Type 1 Diabetes,Type 1 Diabetes,PHASE2,COMPLETED,2014-01,2016-08,2016-08,40.0,ACTUAL,,Eduardo Ng,Canada
NCT01159353,Pharmacodynamic and Pharmacokinetic Effects of Insulin Glulisine in Obese Subjects With Type 2 Diabetes After a Standard Meal in Comparison to Insulin Aspart,Type 2 Diabetes Mellitus,PHASE1,COMPLETED,2007-09,2008-04,2008-04,37.0,ACTUAL,,Sanofi,France
NCT02799953,Technology-augmented Self-monitoring Model Among Patients With Type 2 Diabetes and Hypertension,Type 2 Diabetes Mellitus; Hypertension,NA,COMPLETED,2016-03,2017-04,2017-04,299.0,ACTUAL,,The University of Hong Kong,China
NCT06117137,The Impact Of SGLT2 -I on Metabolic Dysfunction -Associated Steatotic Liver Disease In Patients With Type 2 Diabetes Mellitus,"Fatty Liver, Nonalcoholic",PHASE3,COMPLETED,2023-11-15,2025-01-01,2026-04-03,150.0,ACTUAL,,Sohag University,Egypt
NCT01918345,Avoiding Diabetes After Pregnancy Trial in Moms,Diabetes,NA,COMPLETED,2014-07,2022-10,2023-01,345.0,ACTUAL,,Women's College Hospital,Canada
NCT05754775,Remission of Type 2 Diabetes Via Calorie Restriction,"Type 2 Diabetes; Obesity, Morbid",NA,COMPLETED,2023-06-01,2024-04-30,2024-04-30,27.0,ACTUAL,,Yeouido St. Mary's Hospital,South Korea
NCT00725257,Dietary Control of Type 2 Diabetes: Low-Carbohydrate Mediterranean Diet Versus Low-Fat Diet,Type 2 Diabetes Mellitus,NA,COMPLETED,2004-06,2007-09,2007-12,215.0,ACTUAL,,University of Campania Luigi Vanvitelli,Italy
NCT06333665,PPIO-007 Correlation Analysis of Type II Diabetes Mellitus on Short-term and Long-term Outcomes of Patients With Esophageal Squamous Cell Cancer Undergoing Minimally Invasive Esophagectomy,Esophageal Squamous Cell Carcinoma; Surgery,,COMPLETED,2024-02-20,2024-04-20,2024-05-20,605.0,ACTUAL,,Daping Hospital and the Research Institute of Surgery of the Third Military Medical University,China
NCT04033705,DRIVE - Perioperative Period,"Diabetes Mellitus; Surgical Procedure, Unspecified",,COMPLETED,2019-06-11,2020-04-27,2020-04-27,28.0,ACTUAL,,Portsmouth Hospitals NHS Trust,United Kingdom
NCT00698802,Safety and Efficacy of Biphasic Human Insulin Compared to EX1000 in Type 2 Diabetes,"Diabetes; Diabetes Mellitus, Type 2",PHASE2,COMPLETED,2008-06,2009-03,2009-03,397.0,ACTUAL,,Novo Nordisk A/S,India; South Africa; United Arab Emirates
NCT06768645,The Effectiveness of Diabetic Foot Wound Prevention Training,Patient Education; Diabetic Foot Ulcer; PechaKucha Method,NA,COMPLETED,2023-12-30,2024-06-23,2024-10-02,125.0,ACTUAL,,Istanbul Medeniyet University,Turkey (Türkiye)
NCT04264572,Project MiNT: Assessing the Impact of Food & Video-Based Nutrition Education on Patients With Poorly Controlled Diabetes,"Diabetes Mellitus, Type 2",NA,COMPLETED,2020-01-21,2025-05-09,2025-05-09,600.0,ACTUAL,,Thomas Jefferson University,United States
NCT00791895,Efficacy of Biphasic Insulin Aspart 30 in Type 2 Diabetics Failing on OADs,"Diabetes; Diabetes Mellitus, Type 2",PHASE4,COMPLETED,2003-06-26,2004-10-31,2004-11-29,102.0,ACTUAL,,Novo Nordisk A/S,United States
NCT00789295,Mediterranean Diet and Postprandial Lipemia,Postprandial Lipemia; Type 2 Diabetes,NA,COMPLETED,2004-03,,,,,,Federico II University,Italy
NCT02996539,Heart Rate Variability and Diabetic Kidney Disease in Type 2 Diabetes Mellitus Patients,Type2 Diabetes Mellitus,,COMPLETED,2013-02,2015-04,2015-04,392.0,ACTUAL,,"Shi wei, MM",China
NCT02882477,Treatment of Wolfram Syndrome Type 2 With the Chelator Deferiprone and Incretin Based Therapy,Diabetes Mellitus; Iron Metabolism Disorders; Gastroduodenal Ulcer; Optic Atrophy; Sensorineural Hearing Loss; Platelet Dysfunction,PHASE2; PHASE3,UNKNOWN,2016-12,2018-05,2018-12,20.0,ESTIMATED,,Hadassah Medical Organization,Israel
NCT03179657,Guangzhou Nutrition and Health Study (GNHS),"Cardiovascular Diseases; Osteoporosis; Diabetes Mellitus, Type 2; Metabolic Syndrome; Obesity; Hypertension; Non-Alcoholic Fatty Liver Disease; Chronic Kidney Diseases; Cancer; Death; Nutrition Disorders; Sarcopenia",,ACTIVE_NOT_RECRUITING,2008-07-01,2023-12,2027-12,5118.0,ACTUAL,,Sun Yat-sen University,
NCT02248857,Promoting the Universal Medication Schedule Via Mobile and EHR Technologies,Type 2 Diabetes,NA,COMPLETED,2014-12,2016-12,2016-12,452.0,ACTUAL,,Northwestern University,United States
NCT01804881,Effect of Managing Problematic Eating Behaviours With Dietary Management on Chronic Disease Self-management,Hypertension; Type 2 Diabetes,NA,COMPLETED,2013-03,2013-07,2013-10,30.0,ACTUAL,,University of Toronto Practice Based Research Network,Canada
NCT03675165,Can You Reduce Diabetes Symptomatology by Becoming Your 'Best Possible Self': The Role of Stress and Resilience,"Diabetes Mellitus, Type 2",NA,COMPLETED,2018-08-28,2019-03-20,2019-03-20,110.0,ACTUAL,,Liverpool John Moores University,United Kingdom
NCT00494767,Investigation Of Weight Loss And Body Composition Changes After Dosing With Either Placebo Or One Of Two Active Drugs,"Diabetes Mellitus, Type 2; Obesity",PHASE1,COMPLETED,2006-09-29,2007-06-07,2007-06-07,27.0,ACTUAL,,GlaxoSmithKline,United Kingdom
NCT06983054,"DiEtary Sodium Intake Effects on Ertugliflozin-induced Changes in GFR, reNal Oxygenation and Systemic Hemodynamics: the DESIGN Study, a Randomized, Placebo-controlled, Cross-over Study With Ertugliflozin in People With Type 2 Diabetes",Type 2 Diabetes,PHASE4,RECRUITING,2023-07-25,2025-12,2025-12,34.0,ESTIMATED,,"Amsterdam UMC, location VUmc",Netherlands; United States
NCT06309654,Home-Based Circuit Training in Overweight/Obese Older Adult Patients With Knee Osteoarthritis and Type 2 Diabetes,Aerobic Exercise; Strength Training; Glycemic Control; Blood Pressure; Oxidative Stress; Metabolic Syndrome,NA,COMPLETED,2021-09-13,2023-09-13,2023-12-29,70.0,ACTUAL,,Princess Nourah Bint Abdulrahman University,Saudi Arabia
NCT01121172,Apelin Levels and G212A Polymorphism of Apelin Receptor (APJ),Obesity; Insulin Resistance; Diabetes Mellitus Type 2,,COMPLETED,2010-05,2012-06,2014-01,180.0,ACTUAL,,Aristotle University Of Thessaloniki,Greece
NCT01545401,Empowering Primary Care Providers and Patients to Improve Chronic Disease Outcomes: The EMPOWER Participatory Action Research (EMPOWER - PAR),Type 2 Diabetes Mellitus; Hypertension (Without Type 2 Diabetes Mellitus),EARLY_PHASE1,COMPLETED,2012-01,2014-06,2014-06,1545.0,ACTUAL,,"Ministry of Health, Malaysia",Malaysia
NCT02015130,Individually Tailored Treatment of Type 2 Diabetes,Type 2 Diabetes; Hypertension,NA,UNKNOWN,2013-10,2025-10,2025-10,2246.0,ESTIMATED,,Odense University Hospital,Denmark
NCT05975528,Effect of Sodium-glucose Cotransporter-2 Inhibitor in Cellular Senescence in Patients With Cardiovascular Diseases or Type 2 Diabetes,Diabetes Mellitus; Cellular Senescence; Sodium-Glucose Transporter 2 Inhibitors,PHASE4,UNKNOWN,2023-06-01,2025-12-31,2025-12-31,92.0,ESTIMATED,,Yonsei University,South Korea
NCT01773473,Comparison of Insulin Mix25 Versus Mix50,Type 2 Diabetes Mellitus,PHASE4,COMPLETED,2013-01,2014-08,2014-08,403.0,ACTUAL,,Eli Lilly and Company,China; Japan; South Korea; Turkey (Türkiye)
NCT02542631,Glycemic Control and Treatment Satisfaction Using Finesse Versus Pen for Initiating Bolus Insulin Dosing in Type 2 Diabetes Patients,"Diabetes Mellitus, Type 2",NA,COMPLETED,2015-08-01,2017-08-31,2017-08-31,278.0,ACTUAL,,"Calibra Medical, Inc.",France; Germany; United Kingdom; United States
NCT01947595,Individualized Lifestyle Intervention in Subjects With Prediabetes,Diabetes Mellitus Type 2,NA,COMPLETED,2012-03,2017-08,2017-08,1145.0,ACTUAL,,University Hospital Tuebingen,Germany
NCT07144241,Mesenchymal Stromal/Stem Cells-Derived Exosomes (MSC-Exos) Therapy for Type 2 Diabetes Mellitus Patients,Type 2 Diabetes Mellitus,PHASE2,NOT_YET_RECRUITING,2025-09-01,2025-12-31,2026-07-01,50.0,ESTIMATED,,Indonesia University,Indonesia
NCT02214654,A Pilot Study To Examine The Effects Of Ticagrelor To Protect Against Type 2 Diabetes-Induced Vascular Damage,Type 2 Diabetes Mellitus；; Stable Coronary Disease,,UNKNOWN,2014-08,2015-03,2015-06,144.0,ESTIMATED,,Tianjin Medical University,China
NCT05642377,"A Study to Investigate the Safety, Tolerability, Pharmacokinetic/Pharmacodynamic Characteristics and Food Effect of HGR4113 in Healthy Subjects","Diabetes Mellitus, Type 2",PHASE1,UNKNOWN,2022-11-22,2024-07-31,2025-01-31,40.0,ESTIMATED,,Glaceum,South Korea
NCT03617081,First Research Study of the Possible New Medicine NNC0113-2023 in Healthy Men.,"Diabetes Mellitus, Type 2",PHASE1,COMPLETED,2018-08-09,2018-12-13,2018-12-13,40.0,ACTUAL,,Novo Nordisk A/S,United States
NCT00149331,The Effects of Two Education Strategies About Insulin on Patient Preferences and Perceptions About Insulin Therapy,Type 2 Diabetes,PHASE4,COMPLETED,2005-07,,2006-03,86.0,,,Hamilton Health Sciences Corporation,Canada
NCT02122731,Amiloride for Resistant Hypertension,Hypertension; Type 2 Diabetes Mellitus; Microalbuminuria,PHASE4,COMPLETED,2010-11,2012-07,2012-08,80.0,ACTUAL,,Ib Abildgaard Jacobsen,Denmark
NCT07660445,Endoscopic Sleeve Gastroplasty Plus Duodenal pulsENDO for Obese T2DM,Obesity Type 2 Diabetes Mellitus,NA,RECRUITING,2026-08-01,2029-07-31,2031-07-31,20.0,ESTIMATED,,Chinese University of Hong Kong,Hong Kong
NCT04997512,Freestyle Libre and Hospital Admissions in Type 2 Diabetes,Type 2 Diabetes,NA,UNKNOWN,2021-11-01,2024-08-01,2025-08-01,300.0,ESTIMATED,,University of Leeds,United Kingdom
NCT01194830,Efficacy and Safety of Linagliptin (BI 1356) in Black/African Americans With Type 2 Diabetes With a MTT Sub-study,"Diabetes Mellitus, Type 2",PHASE3,COMPLETED,2010-09,2011-10,2011-10,234.0,ACTUAL,,Boehringer Ingelheim,United States
NCT01018173,A Study of Taspoglutide in Patients With Inadequately Controlled Diabetes Mellitus Type 2 and Cardiovascular Disease,Diabetes Mellitus Type 2,PHASE3,COMPLETED,2010-01,2011-01,2011-01,2118.0,ACTUAL,,Hoffmann-La Roche,Australia; Brazil; Bulgaria; Canada; Czechia; Denmark; Estonia; Germany; Hungary; India; Israel; Lithuania; Malaysia; Mexico; Poland; Romania; Russia; Slovakia; South Africa; Spain; Taiwan; Thailand; Ukraine; United Kingdom; United States
NCT04539769,Impact of the Type of Reconstruction Methods on Diabetes Following Laparoscopic Distal Gastrectomy in Patients With Gastric Cancer and Type 2 Diabetes,"Stomach Neoplasms; Diabetes Mellitus, Type 2",PHASE2,COMPLETED,2017-09-01,2019-04-30,2019-12-31,20.0,ACTUAL,,Kyungpook National University Chilgok Hospital,South Korea
NCT00255541,GALLANT 4 Tesaglitazar vs. Glibenclamide,Type 2 Diabetes,PHASE3,TERMINATED,2004-09,,2006-12,580.0,,The development program has been terminated,AstraZeneca,Belgium; Hong Kong; Hungary; Italy; Malaysia; Mexico; Norway; Philippines; Poland; Slovakia; South Africa; Taiwan; Thailand
NCT07506356,Investigation of Gastric Emptying by Gastric Ultrasonography in Diabetic Patients Treated With GLP-1 Receptors,Diabete Type 2; Regurgitation; Pulmonary Aspiration During Anaesthetic Induction,,RECRUITING,2026-04-01,2026-12-31,2026-12-31,38.0,ESTIMATED,,"University Hospital, Geneva",Switzerland
NCT02435329,Microcirculation and Bone Metabolism in Patients With Type 2 Diabetes Mellitus and Charcot Foot - A Pilot Study,"Diabetic Angiopathies; Bone Diseases, Metabolic",,COMPLETED,2015-06,2016-11,2016-11,31.0,ACTUAL,,Tameside General Hospital,United Kingdom
NCT06945419,"A Study of LY4086940 in Healthy Participants and Participants With Overweight or Obesity, With or Without Type 2 Diabetes",Healthy; Overweight; Obesity; Type 2 Diabetes,PHASE1,ACTIVE_NOT_RECRUITING,2025-04-23,2026-08,2026-08,216.0,ESTIMATED,,Eli Lilly and Company,Singapore; United States
NCT03554200,EMPA Acute Heart Failure,"Diabetes Mellitus, Type 2; Acute Heart Failure",PHASE2,TERMINATED,2018-06-11,2020-10-29,2020-10-29,19.0,ACTUAL,COVID 19,RWTH Aachen University,Germany
NCT03555656,Repeated Educational Intervention for the Prevention of Diabetic Foot Ulcers in High-risk Patients,Diabetic Foot,NA,TERMINATED,2018-03-01,2019-07-10,2019-07-10,89.0,ACTUAL,Futility analysis suggested termination,Azienda Ospedaliero-Universitaria Careggi,Italy
NCT00550329,Bioequivalence Study Of Glucotrol XL 2.5 Mg Tablets,"Diabetes Mellitus, Non-Insulin-Dependent; Hyperglycemia",,COMPLETED,2007-10,,2007-11,32.0,,,Pfizer,Singapore
NCT00939939,Effect of Sitagliptin on Postprandial Lipoprotein Metabolism,Diabetes Mellitus Type 2,PHASE4,TERMINATED,2010-03,2011-05,2011-05,3.0,ACTUAL,Recruitment failure,Ludwig-Maximilians - University of Munich,Germany
NCT00279201,The DURABLE Trial: Evaluating the Durability of Starter Insulin Regimens in Patients With Type 2 Diabetes (IOOV),"Diabetes Mellitus, Type 2",PHASE4,COMPLETED,2005-12,2009-11,2009-11,2091.0,ACTUAL,,Eli Lilly and Company,Argentina; Australia; Brazil; Canada; Greece; Hungary; India; Netherlands; Puerto Rico; Romania; Spain; United States
NCT02036528,Safety and Efficacy of Gentamicin Topical Gel (AppliGel-G) for Treatment of Mild to Moderately Infected Diabetic Foot Ulcers,Diabetic Foot Ulcers,PHASE1; PHASE2,TERMINATED,2014-01,2014-12,,9.0,ACTUAL,,"Royer Biomedical, Inc.",United States
NCT00094770,An Investigational Drug Study in Patients With Type 2 Diabetes Mellitus (0431-024),"Diabetes Mellitus, Type 2",PHASE3,COMPLETED,2004-09,2006-05,2007-05,1172.0,ACTUAL,,Merck Sharp & Dohme LLC,
NCT04633941,Impact of Social Distancing on Bariatric Versus Non-Surgical Obese Patients During COVID-19 Pandemic,"Diabetes Mellitus, Type 2; Obesity, Morbid; Bariatric Surgery Candidate",,COMPLETED,2020-06-01,2020-07-30,2020-07-30,272.0,ACTUAL,,Singapore General Hospital,Singapore
NCT00005205,Incidence of Diabetes and Cardiovascular Disease in Mexican Americans,"Cardiovascular Diseases; Heart Diseases; Myocardial Infarction; Angina Pectoris; Death, Sudden, Cardiac; Cerebrovascular Disorders; Peripheral Vascular Diseases; Coronary Disease; Diabetes Mellitus, Non-insulin Dependent; Diabetes Mellitus",,COMPLETED,1987-08,,2003-07,,,,The University of Texas Health Science Center at San Antonio,
NCT04982575,Research Study to Look at How Well Cagrilintide Together With Semaglutide Works in People With Type 2 Diabetes,"Diabetes Mellitus, Type 2",PHASE2,COMPLETED,2021-08-02,2022-07-07,2022-07-07,92.0,ACTUAL,,Novo Nordisk A/S,United States
NCT06329375,Food Insecurity Reduction & Strategy Team,"Diabetes Mellitus, Type 2; Food Insecurity; Diabetes Mellitus, Type 1",NA,RECRUITING,2024-10-07,2027-01-15,2027-01-15,160.0,ESTIMATED,,Stanford University,United States
NCT02954601,A Study of Single and Multiple Doses of Oral Insulin or Placebo in Subjects With Type 2 Diabetes Mellitus,Type 2 Diabetes Mellitus,PHASE2,COMPLETED,2016-10,2017-02-24,2017-03-15,31.0,ACTUAL,,"Oramed, Ltd.",United States
NCT01747083,Food-Effect Bioavailability Study of FDC(Gemigliptin/Metformin HCl Sustained Release) 50/1000mg(25/500mg x 2tablets),Type 2 Diabetes,PHASE1,COMPLETED,2013-01,2013-03,2013-04,24.0,ACTUAL,,LG Life Sciences,South Korea
NCT03152994,The Early Predictors for Developing Type 2 Diabetes Mellitus in Patients With Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease; Type 2 Diabetes Mellitus,,COMPLETED,2017-04-01,2020-04-01,2020-05-01,500.0,ACTUAL,,Zhujiang Hospital,China
NCT01588795,Renal Denervation in Diabetic Nephropathy,Diabetic Nephropathy; Persistent Proteinuria With Type II Diabetes,PHASE4,COMPLETED,2012-04,2016-01,2016-01,25.0,ACTUAL,,Assistance Publique - Hôpitaux de Paris,France
NCT01290575,Multiple Ascending Dose Study of BMS-820132 in Patients With Type 2 Diabetes,Type 2 Diabetes,PHASE1,COMPLETED,2011-02,2011-11,2011-11,67.0,ACTUAL,,Bristol-Myers Squibb,United States
NCT01208012,Impact of Liraglutide on Endothelial Function and Microvascular Blood Flow in Type 2 Diabetes Mellitus,"Diabetes Mellitus, Type 2",PHASE4,COMPLETED,2010-04,2010-11,2010-11,44.0,ACTUAL,,ikfe-CRO GmbH,Germany
NCT07467161,Relationship Between Insulin Resistance and Vitamin D in Type 2 Diabetes Mellitus (DM),Type 2 Diabetes,,NOT_YET_RECRUITING,2026-03,2028-01,2028-03,165.0,ESTIMATED,,Assiut University,
NCT06060483,Effect of Patient Management Based on Continuous Continuous Glucose Monitoring on Major Adverse Cardiovascular Events in Patients With Type 2 Diabetes and Moderate to Severe Coronary Artery Stenosis,"Diabetes Mellitus, Type 2; Major Adverse Cardiac Events",NA,UNKNOWN,2024-01,2025-12,2026-01,4000.0,ESTIMATED,,"Second Affiliated Hospital, Zhejiang University, School of Medicine",China
NCT07227805,Evaluation of the Safety and Performance of the Novel Medtronic Experimental Automated Insulin Delivery System (NMX8) in People Living With Diabetes (NEXUS),"Diabetes (Insulin-requiring, Type 1 or Type 2)",NA,RECRUITING,2026-07-19,2027-03-17,2027-03-17,116.0,ESTIMATED,,"Medtronic MiniMed, Inc.",Belgium; Denmark; Israel; Slovenia
NCT02250066,Prevention of Type 2 Diabetes Mellitus by Changes in Diet,Prediabetes,NA,COMPLETED,2012-01,2014-04,2014-04,322.0,ACTUAL,,Ilam University of Medical Sciences,
NCT03946631,GDM Post Partum Screening,"Diabetes; Gestational Diabetes; Diabetes Mellitus, Type 2",,TERMINATED,2019-08-20,2022-10-21,2022-10-21,21.0,ACTUAL,PI and Practice closed,Pediatrix,United States
NCT05583045,Prediabetes Intervention With Tea,"Diabetes Mellitus, Type 2; Pre Diabetes",NA,UNKNOWN,2022-11-01,2023-03,2023-07,140.0,ESTIMATED,,Instituto Politécnico de Bragança,Portugal
NCT01817127,Elucidation of Breast Milk Composition and Structure Over the First Year of Lactation: UC Davis Lactation Study,Healthy; Gestational Diabetes Mellitus; Type 2 Diabetes Mellitus,,ACTIVE_NOT_RECRUITING,2009-04-01,2015-02-28,2028-09-04,395.0,ACTUAL,,"University of California, Davis",United States
NCT01403961,Hemoglobin A1c and Immediate Postsurgical Complications Diabetes Type 2,Postoperative Complications,,COMPLETED,2011-07,2016-12,2017-12,1760.0,ACTUAL,,Hospital Italiano de Buenos Aires,Argentina
NCT00174642,Opposing Step-by-step Insulin Reinforcement to Intensified Strategy,"Diabetes Mellitus, Type 2",PHASE3,COMPLETED,2004-12,2008-12,,811.0,ACTUAL,,Sanofi,Belgium; France; Germany; Greece; Hungary; Ireland; Italy; Lithuania; Mexico; Netherlands; Poland; Russia; South Korea; Spain; Sweden; Taiwan; Turkey (Türkiye); United Kingdom
NCT03301545,The Metabolic Impact of Bariatric Surgery Compared to Best Diabetic Care on Manitoba's Urban Indigenous Population,Type2 Diabetes Mellitus; Obesity; Bariatric Surgery Candidate,NA,UNKNOWN,2020-07-01,2021-12-31,2022-12-31,60.0,ESTIMATED,,University of Manitoba,
NCT02459496,Diabetes Nutrition Algorithms in Patients With Overt Diabetes Mellitus,Type 2 Diabetes; NAFLD; Obesity; Dyslipoproteinaemia; Hypertension,NA,UNKNOWN,2013-09,2020-12,2020-12,200.0,ESTIMATED,,German Institute of Human Nutrition,Germany
NCT01334203,A Study on the Effects of Ranolazine on Exercise Duration in Subjects With Chronic Stable Angina and Coronary Artery Disease (CAD) With Type 2 Diabetes Mellitus (T2DM),Angina Pectoris; Coronary Artery Disease; Type 2 Diabetes Mellitus,PHASE4,WITHDRAWN,2011-05,2012-10,2012-12,0.0,ACTUAL,,Gilead Sciences,
NCT01300273,Low Protein Diet Supplemented With Ketoanalogs on Reducing Proteinuria and Maintaining Nutritional Status in Type 2 Diabetic Nephropathy,Type 2 Diabetic Nephropathy,PHASE4,UNKNOWN,2011-02,2012-05,2012-07,60.0,ESTIMATED,,Shanghai Jiao Tong University School of Medicine,China
NCT01281605,Comparison of Two Titration Programs of Adding Insulin Detemir to OADs in Poorly Controlled Type 2 Diabetes,Type 2 Diabetes,NA,COMPLETED,2011-01,2015-10,2016-05,181.0,ACTUAL,,Mackay Memorial Hospital,Taiwan
NCT01931631,Plant-Based Dietary Intervention in Type 2 Diabetes-2,"Diabetes Mellitus, Type 2",NA,WITHDRAWN,2014-01,2017-12,2017-12,0.0,ACTUAL,This study was never initiated.,Physicians Committee for Responsible Medicine,United States
NCT00116831,Rosiglitazone Versus a Sulfonylurea On Progression Of Atherosclerosis In Patients With Heart Disease And Type 2 Diabetes,Atherosclerosis,PHASE3,COMPLETED,2005-01,2008-08,2008-08,672.0,ACTUAL,,GlaxoSmithKline,Argentina; Brazil; Canada; Czechia; France; Germany; Greece; Hong Kong; India; Italy; Latvia; Mexico; Netherlands; Poland; Russia; South Korea; Spain; Sweden; Thailand; United States
NCT00627445,Effect of Biphasic Insulin Aspart 50 on Blood Glucose Control in Subjects With Type 2 Diabetes,"Diabetes; Diabetes Mellitus, Type 2",PHASE3,COMPLETED,2008-02,2009-01,2009-01,441.0,ACTUAL,,Novo Nordisk A/S,China
